Latitude,Longitude,School Name,Ground-truthed
6.57524824,-8.290868041,EPP GLAKON-BLOC,TRUE
6.580566577,-8.277961962,EPP MAYOUBLY,TRUE
6.591841466,-8.268493178,EPP TAHIBLY,TRUE
6.592296476,-8.246023695,EPP BOHIBLY,TRUE
6.597939542,-8.239258184,EPP DIAIBLY,TRUE
6.611078436,-8.324250601,EPP ZOUTOUO,TRUE
6.576080322,-8.424665083,EPP GUIDY GROUPE GILBERT 1,TRUE
6.576461092,-8.42540637,EPP GUIDY GROUPE GILBERT 2,TRUE
6.566937167,-8.42643037,EPP SEIZAIBLY,TRUE
6.526796545,-8.414302248,EPP KOUYABLY,TRUE
6.498747076,-8.384806132,EPP POYABLY,TRUE
6.501258966,-8.412902898,EPP KAMBLY,TRUE
6.497495595,-8.436457862,EPP SEHIBLY,TRUE
6.469588264,-8.411393108,EPP BAKOUBLY,TRUE
6.541339702,-8.469286889,EPP ZOGUINE,TRUE
6.541662417,-8.492739933,EPP GUEYA,TRUE
6.530977415,-8.499859845,EPP TIOBLY,TRUE
6.539191178,-8.537876407,EPP BAZOBLY,TRUE
6.547864063,-8.545511525,EPP GUEYEDE,TRUE
6.475158358,-8.475569368,EPP PEHEKANOUEBLY,TRUE
6.496324384,-8.539534549,EPP OULOTO ZREBLY,TRUE
6.509945564,-8.508717018,EPP KLOBLY,TRUE
6.56682479,-8.00737339,EPP BLOLEQUIN 2,TRUE
6.566790618,-8.003828067,EPP BLOLEQUIN 7,TRUE
6.569901777,-8.003704301,EPP BLOLEQUIN 1,TRUE
6.569703243,-8.003930807,EPP BLOLEQUIN 3,TRUE
6.569106847,-8.004212369,EPP BLOLEQUIN 6,TRUE
6.564370719,-8.001345691,EPP BLOLEQUIN 5,TRUE
6.569156759,-7.992988183,EPP DIOUYA-DOKIN,TRUE
6.576007632,-7.999486445,EPP BLOLEQUIN 4A,TRUE
6.575818163,-7.999721981,EPP BLOLEQUIN 4B,TRUE
6.572930791,-8.007759243,EPP MUNICIPALITE C,TRUE
6.57326516,-8.007613868,EPP MUNICIPALITE A,TRUE
6.573065924,-8.007487641,EPP MUNICIPLITE B,TRUE
6.571917141,-8.012012153,EPP COLONEL OULAYE,TRUE
6.575329027,-8.022234804,EPP ICM BLOLEQUIN,TRUE
6.553185097,-7.958209757,EPP GUEYA,TRUE
6.595092153,-7.925588719,EPP BOABLY,TRUE
6.626814104,-7.91023382,EPP TCHEØGNEIRI,TRUE
6.542677973,-7.92093513,EPP POHAN-DOUANDROU 1,TRUE
6.542316445,-7.921053474,EPP POHAN-DOUANDROU 2,TRUE
6.467822541,-7.932587683,EPP KRAMOSSO,TRUE
6.480569533,-7.908543816,EPP PLOKRO-ZANGAKAHA,TRUE
6.470973904,-7.883851722,EPP FELIXRO,TRUE
6.548497077,-7.873081318,EPP BEOUE 1,TRUE
6.548795521,-7.873071605,EPP BEOUE 2,TRUE
6.58154092,-7.867119201,EPP ZIABLY,TRUE
6.483655503,-7.805001216,EPP KAMBLESSO,TRUE
6.554574821,-7.833456254,EPP ZEAGLO 1,TRUE
6.554936296,-7.833328803,EPP ZEAGLO 2,TRUE
6.559857294,-7.829835522,EPP GOULEGUI,TRUE
6.607675483,-7.834173472,EPP GOULEBLY,TRUE
6.562451499,-7.794848369,EPP ZIGLO,TRUE
6.511913795,-7.949251892,EPP SALIFOUKRO,TRUE
6.491435617,-7.948733755,EPP ELOIKRO,TRUE
6.577206663,-8.029629623,EPP GOYA 1,TRUE
6.578183647,-8.03907034,EPP YOYA-GOYA,TRUE
6.588034838,-8.063572038,EPP BLEDI-DIEYA 1,TRUE
6.587972541,-8.064114849,EPP BLEDI-DIEYA 2,TRUE
6.593852868,-8.094124328,EPP POHAN-BADOUEBLY,TRUE
6.587193199,-8.107785286,EPP DOKE 1,TRUE
6.587382853,-8.107622138,EPP DOKE 2,TRUE
6.615422707,-8.138534821,EPP GANHIA,TRUE
6.61860354,-8.152550074,EPP BABLY-VAYA TOUAWIN,TRUE
6.622497636,-8.155302385,EPP ZOMPLOU,TRUE
6.619538775,-8.176203022,EPP DIEYA,TRUE
6.628276671,-8.192869202,EPP KE BOUEBO,TRUE
6.617255734,-8.207342221,EPP GUIBOBLY 1,TRUE
6.617697912,-8.20669022,EPP GUIBOBLY 2,TRUE
6.50974643,-8.066087355,EPP MEDIBLY,TRUE
6.448742989,-8.114486331,EPP DIBOKE 1,TRUE
6.448635515,-8.115101409,EPP DIBOKE 2,TRUE
6.363219945,-8.124271493,EPP OULAITAIBLY,TRUE
6.334634597,-8.096357475,EPP BOUSSOUKRO,TRUE
6.311528942,-8.147365903,EPP ZILEBLY,TRUE
6.370118424,-8.160587386,EPP GEROMEKRO,TRUE
6.354179324,-8.182320687,EPP ZOLABLY,TRUE
6.429049686,-8.18960745,EPP TUAMBLY,TRUE
6.387133078,-8.212458529,EPP DEDJAN,TRUE
6.351894728,-8.219989195,EPP PETIT GUIGLO,TRUE
6.329811398,-8.24202745,EPP ZOUYAHI,TRUE
6.478734975,-8.20075114,EPP KOADEGUEZON 2,TRUE
6.478997601,-8.200949679,EPP KOADEGUEZON 1,TRUE
6.441945196,-8.159737561,EPP TINHOU,TRUE
6.437589421,-8.151226757,EPP OULAI DAGOBERT,TRUE
6.688779661,-8.03678432,EPP AVIATION,TRUE
6.750927971,-8.028356121,EPP FRANDOUGOU,TRUE
6.779084067,-8.037284845,EPP GOLOU,TRUE
6.80860249,-8.03993176,EPP BAPLEU,TRUE
